partner,course,skills,rating,reviewcount,level,certificatetype,duration,crediteligibility,skills_cleaned,cluster
Google Cloud,Customer Experiences with Contact Center AI - Dialogflow CX,"{"" Machine Learning"","" Natural Language Processing"","" User Experience"","" Design and Product"","" Application Development"","" Google Cloud Platform"","" Interactive Design"","" Human Computer Interaction"","" Cloud-Based Integration"","" Machine Learning Software"","" Strategy and Operations"","" User Experience Design"","" Applied Machine Learning"","" Computer Architecture"","" Customer Relationship Management"","" Search Engine Optimization"","" Computer Programming Tools"","" Customer Success"","" Data Management"","" Operations Management""}",4.4,219,Beginner , Specialization , 3 - 6 Months,False,"{"" machine learning"","" natural language processing"","" user experience"","" design and product"","" application development"","" google cloud platform"","" interactive design"","" human computer interaction"","" cloud-based integration"","" machine learning software"","" strategy and operations"","" user experience design"","" applied machine learning"","" computer architecture"","" customer relationship management"","" search engine optimization"","" computer programming tools"","" customer success"","" data management"","" operations management""}",Cyber Security
IBM,"Introduction to Web Development with HTML, CSS, JavaScript","{"" Web Development"","" Cloud Applications"","" Javascript""}",4.6,1.7k,Beginner , Course , 1 - 3 Months,False,"{"" web development"","" cloud applications"","" javascript""}",Cyber Security
Northwestern University,Organizational Leadership,"{"" Leadership and Management"","" Communication"","" Leadership Development"","" Strategy and Operations"","" Critical Thinking"","" Decision Making"","" Strategy"","" Business Psychology"","" Collaboration"","" People Analysis"","" People Development"","" Performance Management"","" Influencing"","" Organizational Development"","" Change Management"","" Employee Relations"","" Negotiation"","" Marketing"","" Innovation"","" Storytelling""}",4.7,4.5k,Intermediate , Specialization , 3 - 6 Months,False,"{"" leadership and management"","" communication"","" leadership development"","" strategy and operations"","" critical thinking"","" decision making"","" strategy"","" business psychology"","" collaboration"","" people analysis"","" people development"","" performance management"","" influencing"","" organizational development"","" change management"","" employee relations"","" negotiation"","" marketing"","" innovation"","" storytelling""}",App Development
University of Toronto,Introduction to Psychology,"{""(4.9k reviews)""}",4.9,4.9k,Mixed , Course , 1 - 3 Months,False,"{""(4.9k reviews)""}",Cloud Computing
Autodesk,Autodesk Certified Professional: AutoCAD for Design and Drafting Exam Prep,"{"" Computer Graphics"","" Computer Graphic Techniques"","" Design and Product"","" Feature Engineering"","" Research and Design"","" Software Architecture"","" Software Engineering"","" User Experience Design"","" Visualization (Computer Graphics)""}",4.7,2.5k,Advanced , Course , 1 - 4 Weeks,False,"{"" computer graphics"","" computer graphic techniques"","" design and product"","" feature engineering"","" research and design"","" software architecture"","" software engineering"","" user experience design"","" visualization (computer graphics)""}",Machine Learning
Rice University,Investment and Portfolio Management,"{"" Finance"","" Investment Management"","" Financial Analysis"","" Leadership and Management"","" Risk Management"","" Behavioral Economics"","" Probability & Statistics"","" Market Analysis"","" Mathematics"","" Statistical Tests"","" Business Psychology"","" Correlation And Dependence"","" Mathematical Theory & Analysis""}",4.5,2.4k,Beginner , Specialization , 3 - 6 Months,False,"{"" finance"","" investment management"","" financial analysis"","" leadership and management"","" risk management"","" behavioral economics"","" probability & statistics"","" market analysis"","" mathematics"","" statistical tests"","" business psychology"","" correlation and dependence"","" mathematical theory & analysis""}",App Development
University of Pennsylvania,Viral Marketing and How to Craft Contagious Content,"{"" Brand Management"","" Communication"","" Critical Thinking"","" Influencing"","" Marketing"","" Media Strategy & Planning"","" People Analysis"","" Social Media"","" Strategy"","" Market Analysis""}",4.8,5.1k,Mixed , Course , 1 - 4 Weeks,False,"{"" brand management"","" communication"","" critical thinking"","" influencing"","" marketing"","" media strategy & planning"","" people analysis"","" social media"","" strategy"","" market analysis""}",App Development
Google,"Aspectos básicos: Datos, datos, en todas partes","{"" Data Analysis"","" Databases"","" Business Analysis"","" Data Management"","" Exploratory Data Analysis"","" Process Analysis"","" Data Analysis Software"","" Data Structures"","" SQL"","" Spreadsheet Software"","" Strategy"","" Microsoft Excel""}",4.8,4.9k,Beginner , Course , 1 - 3 Months,False,"{"" data analysis"","" databases"","" business analysis"","" data management"","" exploratory data analysis"","" process analysis"","" data analysis software"","" data structures"","" sql"","" spreadsheet software"","" strategy"","" microsoft excel""}",Cyber Security
"University of California, Irvine",Project Planning,"{"" Leadership and Management"","" Planning""}",4.8,167,Beginner , Course , 1 - 3 Months,False,"{"" leadership and management"","" planning""}",Web Development
Google,"Make the Sale: Build, Launch, and Manage E-commerce Stores","{"" E-Commerce"","" Sales"","" Advertising"","" Digital Marketing"","" Marketing"","" Marketing Management"","" Media Strategy & Planning"","" Strategy""}",4.8,909,Beginner , Course , 1 - 4 Weeks,False,"{"" e-commerce"","" sales"","" advertising"","" digital marketing"","" marketing"","" marketing management"","" media strategy & planning"","" strategy""}",App Development
Lund University,"AI, Business & the Future of Work","{"" Leadership and Management"","" Strategy"","" Algorithms"","" Human Computer Interaction"","" Human Resources"","" Machine Learning"","" Machine Learning Algorithms"","" Business Process Management"","" Human Learning"","" Organizational Development""}",4.7,269,Beginner , Course , 1 - 4 Weeks,False,"{"" leadership and management"","" strategy"","" algorithms"","" human computer interaction"","" human resources"","" machine learning"","" machine learning algorithms"","" business process management"","" human learning"","" organizational development""}",App Development
EDHEC Business School,Climate Change and Sustainable Investing,"{"" Finance"","" Investment Management"","" Risk Management"","" Leadership and Management"","" Financial Analysis"","" Banking"","" Financial Accounting""}",4.7,281,Beginner , Specialization , 3 - 6 Months,False,"{"" finance"","" investment management"","" risk management"","" leadership and management"","" financial analysis"","" banking"","" financial accounting""}",App Development
Google,Go Beyond the Numbers: Translate Data into Insights,"{"" Data Analysis"","" Exploratory Data Analysis"","" Python Programming"","" Tableau Software""}",4.7,310,Advanced , Course , 1 - 3 Months,False,"{"" data analysis"","" exploratory data analysis"","" python programming"","" tableau software""}",Machine Learning
Northwestern University,"Modern Robotics:  Mechanics, Planning, and Control","{"" Mathematics"","" Linear Algebra"","" Algebra"","" Geometry"","" Computer Programming"","" Mathematical Theory & Analysis"","" Computer Programming Tools"","" Matlab"","" Python Programming"","" Algorithms"","" Critical Thinking"","" Problem Solving"","" Differential Equations"","" Graph Theory"","" Spatial Analysis"","" Planning"","" Supply Chain and Logistics""}",4.7,1k,Intermediate , Specialization , 3 - 6 Months,False,"{"" mathematics"","" linear algebra"","" algebra"","" geometry"","" computer programming"","" mathematical theory & analysis"","" computer programming tools"","" matlab"","" python programming"","" algorithms"","" critical thinking"","" problem solving"","" differential equations"","" graph theory"","" spatial analysis"","" planning"","" supply chain and logistics""}",Machine Learning
Johns Hopkins University,Epidemiology in Public Health Practice,"{"" Epidemiology"","" Data Analysis"","" Data Visualization"","" Problem Solving"","" Estimation""}",4.7,4.2k,Beginner , Specialization , 3 - 6 Months,False,"{"" epidemiology"","" data analysis"","" data visualization"","" problem solving"","" estimation""}",Machine Learning
